E-Mail;Login;Name;Datum;Beginn;Ende;Pause_Minuten;Stunden
anna.duplikat@demo-import.ganz-om.invalid;demo-dup-01;Anna Duplikat;07.09.2026;08:00;16:30;30;
anna.duplikat@demo-import.ganz-om.invalid;demo-dup-01;Anna Duplikat;08.09.2026;07:30;16:30;30;
anna.duplikat@demo-import.ganz-om.invalid;demo-dup-01;Anna Duplikat;09.09.2026;08:00;17:00;30;
anna.duplikat@demo-import.ganz-om.invalid;demo-dup-01;Anna Duplikat;10.09.2026;07:30;16:30;30;
anna.duplikat@demo-import.ganz-om.invalid;demo-dup-01;Anna Duplikat;11.09.2026;08:00;16:30;30;
anna.duplikat@demo-import.ganz-om.invalid;demo-dup-01;Anna Duplikat;14.09.2026;07:30;17:00;30;
anna.duplikat@demo-import.ganz-om.invalid;demo-dup-01;Anna Duplikat;15.09.2026;08:00;16:30;30;
anna.duplikat@demo-import.ganz-om.invalid;demo-dup-01;Anna Duplikat;16.09.2026;07:30;16:30;30;
anna.duplikat@demo-import.ganz-om.invalid;demo-dup-01;Anna Duplikat;17.09.2026;08:00;17:00;30;
anna.duplikat@demo-import.ganz-om.invalid;demo-dup-01;Anna Duplikat;18.09.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;01.06.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;02.06.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;03.06.2026;07:30;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;04.06.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;05.06.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;08.06.2026;08:00;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;09.06.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;10.06.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;11.06.2026;07:30;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;12.06.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;15.06.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;16.06.2026;08:00;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;17.06.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;18.06.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;19.06.2026;07:30;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;22.06.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;23.06.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;24.06.2026;08:00;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;25.06.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;26.06.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;29.06.2026;07:30;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;30.06.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;01.07.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;02.07.2026;08:00;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;03.07.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;06.07.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;07.07.2026;07:30;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;08.07.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;09.07.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;10.07.2026;08:00;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;13.07.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;14.07.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;15.07.2026;07:30;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;16.07.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;17.07.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;20.07.2026;08:00;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;21.07.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;22.07.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;23.07.2026;07:30;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;24.07.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;27.07.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;28.07.2026;08:00;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;29.07.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;30.07.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;31.07.2026;07:30;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;03.08.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;04.08.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;05.08.2026;08:00;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;06.08.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;07.08.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;10.08.2026;07:30;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;11.08.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;12.08.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;13.08.2026;08:00;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;14.08.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;17.08.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;18.08.2026;07:30;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;19.08.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;20.08.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;21.08.2026;08:00;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;24.08.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;25.08.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;26.08.2026;07:30;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;27.08.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;28.08.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;31.08.2026;08:00;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;01.09.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;02.09.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;03.09.2026;07:30;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;04.09.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;07.09.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;08.09.2026;08:00;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;09.09.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;10.09.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;11.09.2026;07:30;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;14.09.2026;08:00;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;15.09.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;16.09.2026;08:00;17:00;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;17.09.2026;07:30;16:30;30;
bernd.doppel@demo-import.ganz-om.invalid;demo-dup-02;Bernd Doppel;18.09.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;01.06.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;02.06.2026;07:30;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;03.06.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;04.06.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;05.06.2026;08:00;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;08.06.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;09.06.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;10.06.2026;07:30;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;11.06.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;12.06.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;15.06.2026;08:00;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;16.06.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;17.06.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;18.06.2026;07:30;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;19.06.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;22.06.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;23.06.2026;08:00;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;24.06.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;25.06.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;26.06.2026;07:30;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;29.06.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;30.06.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;01.07.2026;08:00;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;02.07.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;03.07.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;06.07.2026;07:30;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;07.07.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;08.07.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;09.07.2026;08:00;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;10.07.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;13.07.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;14.07.2026;07:30;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;15.07.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;16.07.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;17.07.2026;08:00;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;20.07.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;21.07.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;22.07.2026;07:30;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;23.07.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;24.07.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;27.07.2026;08:00;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;28.07.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;29.07.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;30.07.2026;07:30;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;31.07.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;03.08.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;04.08.2026;08:00;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;05.08.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;06.08.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;07.08.2026;07:30;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;10.08.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;11.08.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;12.08.2026;08:00;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;13.08.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;14.08.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;17.08.2026;07:30;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;18.08.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;19.08.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;20.08.2026;08:00;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;21.08.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;24.08.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;25.08.2026;07:30;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;26.08.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;27.08.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;28.08.2026;08:00;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;31.08.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;01.09.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;02.09.2026;07:30;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;03.09.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;04.09.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;07.09.2026;08:00;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;08.09.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;09.09.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;10.09.2026;07:30;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;11.09.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;14.09.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;15.09.2026;08:00;17:00;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;16.09.2026;07:30;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;17.09.2026;08:00;16:30;30;
clara.fischer@demo-import.ganz-om.invalid;demo-ma-03;Clara Fischer;18.09.2026;07:30;17:00;30;
david.hoffmann@demo-import.ganz-om.invalid;demo-ma-04;David Hoffmann;01.06.2026;07:30;17:00;30;
david.hoffmann@demo-import.ganz-om.invalid;demo-ma-04;David Hoffmann;02.06.2026;08:00;16:30;30;
